tiq_codigopais,tiq_fechareserva,tiq_latitud,tiq_longitud,tiq_nombresede,tiq_numeroordenes,tiq_numerotickets,tiq_productodiasemana,tiq_promediodiasreservaanticipada
PA,2023-05-01,6.269973,-75.565726,Parque Explora,1,8,Sunday,23.0
ES,2023-05-01,6.2726953,-75.5671962,Parque Norte Medellín,1,4,Saturday,2.0
PA,2023-05-01,6.2726953,-75.5671962,Parque Norte Medellín,1,4,Sunday,23.0
CO,2023-05-01,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,9,Friday,0.0
EC,2023-05-01,6.269973,-75.565726,Parque Explora,2,4,Sunday,0.0
CO,2023-05-01,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Thursday,0.0
GB,2023-05-01,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,2,Sunday,0.0
CO,2023-05-01,6.269973,-75.565726,Parque Explora,5,17,Saturday,0.0
CA,2023-04-30,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,0.0
US,2023-04-30,6.269973,-75.565726,Parque Explora,1,2,Saturday,9.0
PA,2023-04-30,6.269973,-75.565726,Parque Explora,1,8,Sunday,23.0
CR,2023-04-30,6.269973,-75.565726,Parque Explora,1,3,Wednesday,1.0
CO,2023-04-30,6.223166,-75.580316,Parque de la Conservación Medellín,7,21,Saturday,3.4
CO,2023-04-30,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Thursday,0.0
PR,2023-04-30,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Wednesday,1.0
CO,2023-04-30,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,5,Thursday,1.0
CR,2023-04-30,6.269973,-75.565726,Parque Explora,1,3,Tuesday,0.0
CO,2023-04-30,6.269973,-75.565726,Parque Explora,2,9,Sunday,1.0
US,2023-04-30,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Thursday,2.0
ES,2023-04-30,6.2726953,-75.5671962,Parque Norte Medellín,1,4,Saturday,2.0
CO,2023-04-30,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,9,Friday,0.0
CO,2023-04-30,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Thursday,0.0
AR,2023-04-30,6.25184,-75.56359,Medellín Bus Tours,1,1,Monday,0.0
PA,2023-04-30,6.2726953,-75.5671962,Parque Norte Medellín,1,4,Sunday,23.0
CO,2023-04-30,6.269973,-75.565726,Parque Explora,5,17,Saturday,0.0
CO,2023-04-30,6.2213143,-75.5915718,Aeroparque Juan Pablo II,6,35,Sunday,5.3
CO,2023-04-30,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,9,Saturday,2.7
CO,2023-04-30,6.223166,-75.580316,Parque de la Conservación Medellín,12,40,Sunday,7.8
CO,2023-04-30,6.223166,-75.580316,Parque de la Conservación Medellín,2,6,Friday,12.0
US,2023-04-30,6.269973,-75.565726,Parque Explora,1,2,Friday,0.0
CO,2023-04-30,6.252391,-75.568911,Museo de Antioquia,1,1,Sunday,22.0
CR,2023-04-30,6.269973,-75.565726,Parque Explora,3,6,Saturday,0.0
CO,2023-04-30,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,6,Wednesday,5.0
CO,2023-04-30,6.223166,-75.580316,Parque de la Conservación Medellín,3,10,Tuesday,0.7
CO,2023-04-30,6.2726953,-75.5671962,Parque Norte Medellín,3,12,Sunday,29.0
CO,2023-04-30,6.2726953,-75.5671962,Parque Norte Medellín,8,63,Saturday,7.5
CO,2023-04-30,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Saturday,14.0
CO,2023-04-30,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Thursday,0.0
CO,2023-04-30,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,3,Tuesday,0.0
CO,2023-04-29,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Sunday,0.0
CL,2023-04-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,8,Sunday,0.0
IE,2023-04-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Sunday,1.0
CA,2023-04-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,0.0
SV,2023-04-29,6.289108,-75.509377,Parque Arví,8,14,Sunday,3.0
CO,2023-04-29,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,9,Saturday,2.7
CO,2023-04-29,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Thursday,0.0
CO,2023-04-29,6.223166,-75.580316,Parque de la Conservación Medellín,3,10,Tuesday,0.7
CO,2023-04-29,6.223166,-75.580316,Parque de la Conservación Medellín,14,48,Sunday,4.6
CO,2023-04-29,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,5,Thursday,1.0
PR,2023-04-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Wednesday,1.0
AR,2023-04-29,6.25184,-75.56359,Medellín Bus Tours,1,1,Monday,0.0
CO,2023-04-29,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Sunday,2.0
CO,2023-04-29,6.269973,-75.565726,Parque Explora,6,12,Sunday,8.2
CO,2023-04-29,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Saturday,14.0
US,2023-04-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Thursday,2.0
CO,2023-04-29,6.2213143,-75.5915718,Aeroparque Juan Pablo II,3,9,Friday,0.0
CO,2023-04-29,6.2726953,-75.5671962,Parque Norte Medellín,6,57,Saturday,9.8
CR,2023-04-29,6.269973,-75.565726,Parque Explora,1,3,Tuesday,0.0
CO,2023-04-29,6.223166,-75.580316,Parque de la Conservación Medellín,2,6,Friday,12.0
MX,2023-04-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Sunday,0.0
ES,2023-04-29,6.2726953,-75.5671962,Parque Norte Medellín,1,4,Saturday,2.0
CO,2023-04-29,6.223166,-75.580316,Parque de la Conservación Medellín,4,12,Saturday,5.8
CO,2023-04-29,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,6,Wednesday,5.0
CR,2023-04-29,6.269973,-75.565726,Parque Explora,1,3,Wednesday,1.0
US,2023-04-29,6.269973,-75.565726,Parque Explora,1,2,Saturday,9.0
CO,2023-04-29,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,3,Tuesday,0.0
CO,2023-04-29,6.289108,-75.509377,Parque Arví,1,2,Sunday,20.0
CO,2023-04-29,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Thursday,0.0
CO,2023-04-29,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Thursday,0.0
CO,2023-04-29,6.2213143,-75.5915718,Aeroparque Juan Pablo II,8,30,Sunday,1.6
US,2023-04-29,6.269973,-75.565726,Parque Explora,1,2,Friday,0.0
CO,2023-04-28,6.2213143,-75.5915718,Aeroparque Juan Pablo II,6,11,Saturday,2.8
CA,2023-04-28,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,0.0
CL,2023-04-28,6.223166,-75.580316,Parque de la Conservación Medellín,1,8,Sunday,0.0
CO,2023-04-28,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Saturday,0.0
IE,2023-04-28,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Sunday,1.0
CO,2023-04-28,6.223166,-75.580316,Parque de la Conservación Medellín,14,48,Sunday,4.6
US,2023-04-28,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Thursday,2.0
CO,2023-04-28,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,6,Wednesday,5.0
CO,2023-04-28,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Thursday,0.0
CO,2023-04-28,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Thursday,0.0
US,2023-04-28,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,0.0
PR,2023-04-28,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Saturday,0.0
SV,2023-04-28,6.289108,-75.509377,Parque Arví,8,14,Sunday,3.0
CO,2023-04-28,6.223166,-75.580316,Parque de la Conservación Medellín,3,10,Tuesday,0.7
CO,2023-04-28,6.269973,-75.565726,Parque Explora,6,17,Saturday,0.0
CO,2023-04-28,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Sunday,2.0
CO,2023-04-28,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Sunday,0.0
CO,2023-04-28,6.269973,-75.565726,Parque Explora,6,12,Sunday,8.2
CO,2023-04-28,6.2213143,-75.5915718,Aeroparque Juan Pablo II,8,30,Sunday,1.6
CO,2023-04-28,6.223166,-75.580316,Parque de la Conservación Medellín,9,29,Saturday,0.7
CR,2023-04-28,6.269973,-75.565726,Parque Explora,1,3,Wednesday,1.0
CO,2023-04-28,6.289108,-75.509377,Parque Arví,1,2,Sunday,20.0
CO,2023-04-28,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,5,Thursday,1.0
CO,2023-04-28,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,3,Tuesday,0.0
MX,2023-04-28,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Sunday,0.0
CO,2023-04-28,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,7.0
PR,2023-04-28,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Wednesday,1.0
CR,2023-04-28,6.269973,-75.565726,Parque Explora,1,3,Tuesday,0.0
CO,2023-04-28,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,24.0
AR,2023-04-28,6.25184,-75.56359,Medellín Bus Tours,1,1,Monday,0.0
CO,2023-04-28,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Thursday,0.0
CA,2023-04-27,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,0.0
CL,2023-04-27,6.223166,-75.580316,Parque de la Conservación Medellín,1,8,Sunday,0.0
PR,2023-04-27,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Wednesday,1.0
CO,2023-04-27,6.269973,-75.565726,Parque Explora,2,6,Friday,0.0
CO,2023-04-27,6.2213143,-75.5915718,Aeroparque Juan Pablo II,8,30,Sunday,1.6
IE,2023-04-27,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Sunday,1.0
CO,2023-04-27,6.223166,-75.580316,Parque de la Conservación Medellín,3,10,Tuesday,0.7
US,2023-04-27,6.269973,-75.565726,Parque Explora,1,4,Friday,1.0
CO,2023-04-27,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Friday,9.0
CO,2023-04-27,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,3,Friday,3.0
CR,2023-04-27,6.269973,-75.565726,Parque Explora,1,3,Tuesday,0.0
CO,2023-04-27,6.223166,-75.580316,Parque de la Conservación Medellín,9,29,Saturday,0.7
AR,2023-04-27,6.25184,-75.56359,Medellín Bus Tours,1,1,Monday,0.0
CO,2023-04-27,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,1.0
CO,2023-04-27,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Saturday,0.0
CO,2023-04-27,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,3,Tuesday,0.0
CO,2023-04-27,6.289108,-75.509377,Parque Arví,1,2,Sunday,20.0
CO,2023-04-27,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,0.0
CO,2023-04-27,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,6,Wednesday,5.0
DO,2023-04-27,6.269973,-75.565726,Parque Explora,2,3,Friday,0.0
CO,2023-04-27,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Sunday,2.0
CO,2023-04-27,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Sunday,0.0
CR,2023-04-27,6.269973,-75.565726,Parque Explora,1,3,Wednesday,1.0
CO,2023-04-27,6.223166,-75.580316,Parque de la Conservación Medellín,14,48,Sunday,4.6
CO,2023-04-27,6.269973,-75.565726,Parque Explora,6,17,Saturday,0.0
CO,2023-04-27,6.2213143,-75.5915718,Aeroparque Juan Pablo II,6,11,Saturday,2.8
US,2023-04-27,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Thursday,2.0
CO,2023-04-27,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,7.0
SV,2023-04-27,6.289108,-75.509377,Parque Arví,8,14,Sunday,3.0
MX,2023-04-27,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Sunday,0.0
US,2023-04-27,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,0.0
PR,2023-04-27,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Saturday,0.0
CO,2023-04-27,6.269973,-75.565726,Parque Explora,6,12,Sunday,8.2
CO,2023-04-26,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,6,Wednesday,5.0
CO,2023-04-26,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,3,Friday,3.0
CO,2023-04-26,6.269973,-75.565726,Parque Explora,6,17,Saturday,0.0
CO,2023-04-26,6.223166,-75.580316,Parque de la Conservación Medellín,9,29,Saturday,0.7
MX,2023-04-26,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Sunday,0.0
US,2023-04-26,6.269973,-75.565726,Parque Explora,3,4,Thursday,8.3
CO,2023-04-26,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Friday,9.0
CO,2023-04-26,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,1.0
US,2023-04-26,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Thursday,0.0
AR,2023-04-26,6.25184,-75.56359,Bus Tours Medellín,1,1,Monday,0.0
CO,2023-04-26,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,0.0
CO,2023-04-26,6.2213143,-75.5915718,Aeroparque Juan Pablo II,6,11,Saturday,2.8
CO,2023-04-26,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,3,Tuesday,0.0
US,2023-04-26,6.269973,-75.565726,Parque Explora,1,4,Friday,1.0
CO,2023-04-26,6.269973,-75.565726,Parque Explora,1,2,Thursday,2.0
CO,2023-04-26,6.223166,-75.580316,Parque de la Conservación Medellín,14,48,Sunday,4.6
US,2023-04-26,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,0.0
CR,2023-04-26,6.269973,-75.565726,Parque Explora,1,3,Wednesday,1.0
CO,2023-04-26,6.2213143,-75.5915718,Aeroparque Juan Pablo II,8,30,Sunday,1.6
PL,2023-04-26,6.2726953,-75.5671962,Parque Norte Medellín,1,1,Thursday,8.0
SV,2023-04-26,6.289108,-75.509377,Parque Arví,8,14,Sunday,3.0
SV,2023-04-26,6.2235123,-75.5741647,Museum of Modern Art of Medellín,8,14,Thursday,0.0
PR,2023-04-26,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Saturday,0.0
CO,2023-04-26,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,7.0
CO,2023-04-26,6.269973,-75.565726,Parque Explora,6,12,Sunday,8.2
SV,2023-04-26,6.223166,-75.580316,Parque de la Conservación Medellín,8,14,Thursday,0.0
CO,2023-04-26,6.289108,-75.509377,Parque Arví,1,2,Sunday,20.0
SV,2023-04-26,6.269973,-75.565726,Parque Explora,8,14,Thursday,0.0
DO,2023-04-26,6.269973,-75.565726,Parque Explora,2,3,Friday,0.0
CO,2023-04-26,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Sunday,0.0
IE,2023-04-26,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Sunday,1.0
CA,2023-04-26,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,0.0
CL,2023-04-26,6.223166,-75.580316,Parque de la Conservación Medellín,1,8,Sunday,0.0
CO,2023-04-26,6.223166,-75.580316,Parque de la Conservación Medellín,3,10,Tuesday,0.7
CO,2023-04-26,6.269973,-75.565726,Parque Explora,2,6,Friday,0.0
CR,2023-04-26,6.269973,-75.565726,Parque Explora,1,3,Tuesday,0.0
CO,2023-04-26,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Saturday,0.0
CO,2023-04-26,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,2,Thursday,0.0
SV,2023-04-26,6.252391,-75.568911,Museo de Antioquia,8,14,Thursday,0.0
CO,2023-04-26,6.2726953,-75.5671962,Parque Norte Medellín,1,3,Sunday,2.0
CO,2023-04-09,6.2726953,-75.5671962,Parque Norte Medellín,2,6,Sunday,1.5
CO,2023-04-09,6.269973,-75.565726,Parque Explora,2,4,Sunday,1.5
CO,2023-04-09,6.289108,-75.509377,Parque Arví,3,7,Wednesday,27.3
CO,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,15,53,Tuesday,0.9
CO,2023-04-09,6.289108,-75.509377,Parque Arví,4,10,Thursday,4.8
CO,2023-04-09,6.269973,-75.565726,Parque Explora,5,18,Wednesday,1.6
CO,2023-04-09,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,6,Saturday,3.0
CO,2023-04-09,6.252391,-75.568911,Museo de Antioquia,2,3,Wednesday,1.0
MX,2023-04-09,6.269973,-75.565726,Parque Explora,1,1,Wednesday,28.0
CO,2023-04-09,6.269973,-75.565726,Parque Explora,21,86,Tuesday,4.0
MX,2023-04-09,6.252391,-75.568911,Museo de Antioquia,1,1,Thursday,29.0
CR,2023-04-09,6.269973,-75.565726,Parque Explora,3,18,Tuesday,0.0
CO,2023-04-09,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,4.0
PA,2023-04-09,6.269973,-75.565726,Parque Explora,3,16,Friday,1.0
CO,2023-04-09,6.2726953,-75.5671962,Parque Norte Medellín,3,15,Tuesday,0.7
ES,2023-04-09,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,1.0
BR,2023-04-09,6.269973,-75.565726,Parque Explora,1,1,Friday,0.0
US,2023-04-09,6.2726953,-75.5671962,Parque Norte Medellín,2,4,Tuesday,2.5
CO,2023-04-09,6.289108,-75.509377,Parque Arví,2,5,Saturday,1.5
PA,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,0.0
CO,2023-04-09,6.252391,-75.568911,Museo de Antioquia,3,8,Thursday,12.0
BR,2023-04-09,6.289108,-75.509377,Parque Arví,1,1,Saturday,1.0
US,2023-04-09,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,3,Wednesday,6.0
PA,2023-04-09,6.269973,-75.565726,Parque Explora,3,14,Tuesday,0.7
IE,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,2,2,Thursday,7.0
BR,2023-04-09,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Friday,0.0
CO,2023-04-09,6.2235123,-75.5741647,Museum of Modern Art of Medellín,9,27,Tuesday,12.6
TT,2023-04-09,6.2726953,-75.5671962,Parque Norte Medellín,2,4,Saturday,21.0
NL,2023-04-09,6.269973,-75.565726,Parque Explora,1,5,Friday,1.0
US,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,2,7,Saturday,0.0
CR,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Wednesday,0.0
PA,2023-04-09,6.269973,-75.565726,Parque Explora,1,6,Sunday,67.0
MX,2023-04-09,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Friday,30.0
US,2023-04-09,6.25184,-75.56359,City Tours Medellín,1,3,Tuesday,0.0
US,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Wednesday,0.0
CO,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,24,71,Saturday,1.7
CO,2023-04-09,6.2213143,-75.5915718,Aeroparque Juan Pablo II,14,62,Saturday,0.7
CO,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,23,90,Thursday,2.9
CO,2023-04-09,6.269973,-75.565726,Parque Explora,9,23,Thursday,0.6
DO,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Friday,0.0
BR,2023-04-09,6.252391,-75.568911,Museo de Antioquia,1,1,Sunday,2.0
MX,2023-04-09,6.269973,-75.565726,Parque Explora,1,6,Tuesday,0.0
IL,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,6,Saturday,0.0
CA,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,0.0
CO,2023-04-09,6.2213143,-75.5915718,Aeroparque Juan Pablo II,4,15,Sunday,3.0
PE,2023-04-09,6.252391,-75.568911,Museo de Antioquia,1,2,Wednesday,0.0
EC,2023-04-09,6.269973,-75.565726,Parque Explora,1,6,Tuesday,0.0
CO,2023-04-09,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Thursday,1.5
CO,2023-04-09,6.2213143,-75.5915718,Aeroparque Juan Pablo II,6,24,Wednesday,1.7
CO,2023-04-09,6.289108,-75.509377,Parque Arví,4,10,Friday,2.0
CO,2023-04-09,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Friday,52.0
CO,2023-04-09,6.269973,-75.565726,Parque Explora,21,51,Friday,0.9
PA,2023-04-09,6.269973,-75.565726,Parque Explora,1,2,Wednesday,0.0
CO,2023-04-09,6.269973,-75.565726,Parque Explora,4,11,Saturday,0.5
CO,2023-04-09,6.2726953,-75.5671962,Parque Norte Medellín,11,37,Saturday,1.3
CO,2023-04-09,6.2235123,-75.5741647,Museum of Modern Art of Medellín,4,9,Friday,2.5
GB,2023-04-09,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,34.0
BR,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Friday,0.0
CO,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,5,32,Sunday,5.4
CR,2023-04-09,6.269973,-75.565726,Parque Explora,1,4,Wednesday,0.0
CO,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,13,44,Wednesday,1.4
CO,2023-04-09,6.223166,-75.580316,Parque de la Conservación Medellín,28,99,Friday,1.3
CR,2023-04-09,6.269973,-75.565726,Parque Explora,1,2,Thursday,0.0
CO,2023-04-09,6.252391,-75.568911,Museo de Antioquia,4,13,Tuesday,3.8
CO,2023-04-09,6.252391,-75.568911,Museo de Antioquia,2,6,Saturday,3.0
CO,2023-04-09,6.252391,-75.568911,Museo de Antioquia,4,10,Monday,12.8
CO,2023-04-08,6.2213143,-75.5915718,Aeroparque Juan Pablo II,5,22,Saturday,1.8
BR,2023-04-08,6.289108,-75.509377,Parque Arví,1,1,Saturday,1.0
NL,2023-04-08,6.269973,-75.565726,Parque Explora,1,5,Friday,1.0
CO,2023-04-08,6.2235123,-75.5741647,Museum of Modern Art of Medellín,4,9,Friday,2.5
CO,2023-04-08,6.2235123,-75.5741647,Museum of Modern Art of Medellín,9,27,Tuesday,12.6
MX,2023-04-08,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Friday,30.0
BR,2023-04-08,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Friday,0.0
CO,2023-04-08,6.252391,-75.568911,Museo de Antioquia,2,3,Wednesday,1.0
CO,2023-04-08,6.289108,-75.509377,Parque Arví,4,10,Friday,2.0
CR,2023-04-08,6.269973,-75.565726,Parque Explora,3,18,Tuesday,0.0
CO,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,6,16,Saturday,5.3
CO,2023-04-08,6.269973,-75.565726,Parque Explora,11,31,Sunday,9.1
CO,2023-04-08,6.269973,-75.565726,Parque Explora,21,86,Tuesday,4.0
CO,2023-04-08,6.289108,-75.509377,Parque Arví,1,2,Saturday,2.0
CO,2023-04-08,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,4,Thursday,1.5
PA,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,0.0
ES,2023-04-08,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Sunday,0.0
CO,2023-04-08,6.289108,-75.509377,Parque Arví,3,7,Wednesday,27.3
CO,2023-04-08,6.269973,-75.565726,Parque Explora,21,51,Friday,0.9
CR,2023-04-08,6.269973,-75.565726,Parque Explora,1,2,Thursday,0.0
CO,2023-04-08,6.252391,-75.568911,Museo de Antioquia,3,8,Thursday,12.0
CO,2023-04-08,6.252391,-75.568911,Museo de Antioquia,4,13,Tuesday,3.8
EC,2023-04-08,6.269973,-75.565726,Parque Explora,1,6,Tuesday,0.0
CR,2023-04-08,6.269973,-75.565726,Parque Explora,1,4,Wednesday,0.0
CO,2023-04-08,6.2726953,-75.5671962,Parque Norte Medellín,6,13,Sunday,2.3
PA,2023-04-08,6.269973,-75.565726,Parque Explora,3,16,Friday,1.0
DO,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Friday,0.0
IE,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,2,2,Thursday,7.0
MX,2023-04-08,6.252391,-75.568911,Museo de Antioquia,1,1,Thursday,29.0
CO,2023-04-08,6.269973,-75.565726,Parque Explora,9,23,Thursday,0.6
CO,2023-04-08,6.2213143,-75.5915718,Aeroparque Juan Pablo II,6,24,Wednesday,1.7
CO,2023-04-08,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Friday,52.0
US,2023-04-08,6.25184,-75.56359,City Tours Medellín,1,3,Tuesday,0.0
CO,2023-04-08,6.2726953,-75.5671962,Parque Norte Medellín,4,16,Saturday,3.3
US,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Wednesday,0.0
CO,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,15,53,Tuesday,0.9
CO,2023-04-08,6.269973,-75.565726,Parque Explora,5,18,Wednesday,1.6
PE,2023-04-08,6.252391,-75.568911,Museo de Antioquia,1,2,Wednesday,0.0
CO,2023-04-08,6.2235123,-75.5741647,Museum of Modern Art of Medellín,2,6,Saturday,3.0
MX,2023-04-08,6.269973,-75.565726,Parque Explora,1,6,Tuesday,0.0
CO,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,23,90,Thursday,2.9
CO,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,28,99,Friday,1.3
CO,2023-04-08,6.252391,-75.568911,Museo de Antioquia,4,10,Monday,12.8
CO,2023-04-08,6.252391,-75.568911,Museo de Antioquia,1,2,Friday,4.0
CA,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Friday,0.0
GB,2023-04-08,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,34.0
CO,2023-04-08,6.2726953,-75.5671962,Parque Norte Medellín,3,15,Tuesday,0.7
ES,2023-04-08,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,1.0
CO,2023-04-08,6.289108,-75.509377,Parque Arví,4,10,Thursday,4.8
BR,2023-04-08,6.269973,-75.565726,Parque Explora,1,1,Friday,0.0
CO,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,27,88,Sunday,3.9
US,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,6,Sunday,0.0
ES,2023-04-08,6.269973,-75.565726,Parque Explora,1,1,Sunday,0.0
CO,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,13,44,Wednesday,1.4
MX,2023-04-08,6.269973,-75.565726,Parque Explora,1,1,Wednesday,28.0
PA,2023-04-08,6.269973,-75.565726,Parque Explora,1,2,Wednesday,0.0
US,2023-04-08,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,3,Wednesday,6.0
TT,2023-04-08,6.2726953,-75.5671962,Parque Norte Medellín,2,4,Saturday,21.0
BR,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Friday,0.0
US,2023-04-08,6.2726953,-75.5671962,Parque Norte Medellín,2,4,Tuesday,2.5
CR,2023-04-08,6.223166,-75.580316,Parque de la Conservación Medellín,1,4,Wednesday,0.0
