tiq_codigopais,tiq_fechareserva,tiq_latitud,tiq_longitud,tiq_nombresede,tiq_numeroordenes,tiq_numerotickets,tiq_productodiasemana,tiq_promediodiasreservaanticipada
PA,2022-08-31,6.269973,-75.565726,Parque Explora,1,8,Sunday,0.0
CO,2022-08-31,6.269973,-75.565726,Parque Explora,18,48,Sunday,1.9
CO,2022-08-31,6.223166,-75.580316,Parque de la Conservación Medellín,2,4,Tuesday,0.5
NL,2022-08-31,6.269973,-75.565726,Parque Explora,2,2,Tuesday,0.0
US,2022-08-31,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,6.0
CO,2022-08-31,6.269973,-75.565726,Parque Explora,1,5,Thursday,0.0
US,2022-08-31,6.269973,-75.565726,Parque Explora,3,10,Saturday,0.7
VE,2022-08-31,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,0.0
DO,2022-08-31,6.269973,-75.565726,Parque Explora,1,2,Tuesday,12.0
CO,2022-08-31,6.223166,-75.580316,Parque de la Conservación Medellín,25,76,Sunday,2.8
CO,2022-08-31,6.2726953,-75.5671962,Parque Norte Medellín,42,147,Sunday,5.0
CO,2022-08-31,6.269973,-75.565726,Parque Explora,5,13,Saturday,2.4
PA,2022-08-31,6.289108,-75.509377,Parque Arví,1,1,Sunday,13.0
US,2022-08-31,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Saturday,0.0
CO,2022-08-31,6.269973,-75.565726,Parque Explora,1,4,Friday,6.0
EC,2022-08-31,6.269973,-75.565726,Parque Explora,1,2,Saturday,0.0
NL,2022-08-31,6.223166,-75.580316,Parque de la Conservación Medellín,2,2,Tuesday,0.0
GB,2022-08-31,6.2726953,-75.5671962,Parque Norte Medellín,1,4,Sunday,1.0
GB,2022-08-31,6.269973,-75.565726,Parque Explora,1,1,Sunday,0.0
CO,2022-08-31,6.223166,-75.580316,Parque de la Conservación Medellín,2,5,Friday,5.0
GB,2022-08-31,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Saturday,0.0
PA,2022-08-31,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,0.0
CO,2022-08-31,6.223166,-75.580316,Parque de la Conservación Medellín,4,10,Thursday,4.8
CO,2022-08-31,6.2726953,-75.5671962,Parque Norte Medellín,7,18,Friday,0.7
US,2022-08-30,6.269973,-75.565726,Parque Explora,3,10,Saturday,0.7
PA,2022-08-30,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Thursday,10.0
PA,2022-08-30,6.252391,-75.568911,Museo de Antioquia,1,1,Wednesday,9.0
GB,2022-08-30,6.2726953,-75.5671962,Parque Norte Medellín,1,4,Sunday,1.0
PA,2022-08-30,6.269973,-75.565726,Parque Explora,1,8,Sunday,0.0
US,2022-08-30,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Wednesday,0.0
CO,2022-08-30,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Sunday,0.0
CO,2022-08-30,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Wednesday,0.0
CO,2022-08-30,6.223166,-75.580316,Parque de la Conservación Medellín,9,28,Wednesday,1.0
EC,2022-08-30,6.269973,-75.565726,Parque Explora,1,3,Sunday,0.0
CO,2022-08-30,6.2726953,-75.5671962,Parque Norte Medellín,4,9,Thursday,0.5
GB,2022-08-30,6.252391,-75.568911,Museo de Antioquia,1,1,Monday,0.0
GB,2022-08-30,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,1.0
PA,2022-08-30,6.269973,-75.565726,Parque Explora,1,1,Wednesday,9.0
CO,2022-08-30,6.2213143,-75.5915718,Aeroparque Juan Pablo II,2,12,Sunday,1.5
PA,2022-08-30,6.289108,-75.509377,Parque Arví,1,1,Sunday,13.0
CO,2022-08-30,6.2726953,-75.5671962,Parque Norte Medellín,23,51,Saturday,4.7
CO,2022-08-30,6.2726953,-75.5671962,Parque Norte Medellín,42,147,Sunday,5.0
CO,2022-08-30,6.269973,-75.565726,Parque Explora,5,13,Saturday,2.4
CO,2022-08-30,6.269973,-75.565726,Parque Explora,1,4,Friday,6.0
PA,2022-08-30,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,0.0
US,2022-08-30,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Saturday,0.0
CO,2022-08-30,6.223166,-75.580316,Parque de la Conservación Medellín,2,5,Friday,5.0
US,2022-08-30,6.269973,-75.565726,Parque Explora,2,11,Wednesday,0.0
CO,2022-08-30,6.269973,-75.565726,Parque Explora,18,48,Sunday,1.9
CO,2022-08-30,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Tuesday,1.0
GB,2022-08-30,6.269973,-75.565726,Parque Explora,1,1,Sunday,0.0
CA,2022-08-30,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Wednesday,0.0
CO,2022-08-30,6.223166,-75.580316,Parque de la Conservación Medellín,4,10,Thursday,4.8
US,2022-08-30,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Sunday,1.0
US,2022-08-30,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,2.0
CO,2022-08-30,6.223166,-75.580316,Parque de la Conservación Medellín,6,18,Saturday,0.7
GB,2022-08-30,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Saturday,0.0
CO,2022-08-30,6.2726953,-75.5671962,Parque Norte Medellín,7,18,Friday,0.7
DO,2022-08-30,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Tuesday,12.0
EC,2022-08-30,6.269973,-75.565726,Parque Explora,1,2,Saturday,0.0
DO,2022-08-30,6.269973,-75.565726,Parque Explora,1,2,Tuesday,12.0
ZA,2022-08-30,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Thursday,0.0
US,2022-08-30,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,6.0
DO,2022-08-30,6.252391,-75.568911,Museo de Antioquia,1,2,Tuesday,12.0
CO,2022-08-30,6.269973,-75.565726,Parque Explora,1,5,Thursday,0.0
CO,2022-08-30,6.223166,-75.580316,Parque de la Conservación Medellín,25,76,Sunday,2.8
CO,2022-08-29,6.223166,-75.580316,Parque de la Conservación Medellín,4,10,Thursday,4.8
CO,2022-08-29,6.2726953,-75.5671962,Parque Norte Medellín,23,51,Saturday,4.7
CO,2022-08-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,0.0
CO,2022-08-29,6.223166,-75.580316,Parque de la Conservación Medellín,9,28,Wednesday,1.0
CO,2022-08-29,6.269973,-75.565726,Parque Explora,3,8,Tuesday,0.7
US,2022-08-29,6.252391,-75.568911,Museo de Antioquia,1,1,Tuesday,0.0
PA,2022-08-29,6.269973,-75.565726,Parque Explora,1,8,Sunday,0.0
US,2022-08-29,6.269973,-75.565726,Parque Explora,2,11,Wednesday,0.0
CO,2022-08-29,6.2726953,-75.5671962,Parque Norte Medellín,3,13,Tuesday,2.3
CO,2022-08-29,6.223166,-75.580316,Parque de la Conservación Medellín,25,76,Sunday,2.8
PA,2022-08-29,6.269973,-75.565726,Parque Explora,1,1,Tuesday,1.0
CO,2022-08-29,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,2,Tuesday,14.0
CO,2022-08-29,6.223166,-75.580316,Parque de la Conservación Medellín,2,5,Friday,5.0
CO,2022-08-29,6.269973,-75.565726,Parque Explora,5,13,Saturday,2.4
CO,2022-08-29,6.2726953,-75.5671962,Parque Norte Medellín,42,147,Sunday,5.0
PA,2022-08-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,0.0
US,2022-08-29,6.269973,-75.565726,Parque Explora,3,10,Saturday,0.7
CO,2022-08-29,6.269973,-75.565726,Parque Explora,18,48,Sunday,1.9
GB,2022-08-29,6.2726953,-75.5671962,Parque Norte Medellín,1,4,Sunday,1.0
EC,2022-08-29,6.269973,-75.565726,Parque Explora,1,3,Sunday,0.0
GB,2022-08-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Saturday,1.0
CO,2022-08-29,6.269973,-75.565726,Parque Explora,1,4,Friday,6.0
US,2022-08-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Tuesday,0.0
CO,2022-08-29,6.269973,-75.565726,Parque Explora,1,5,Thursday,0.0
GB,2022-08-29,6.269973,-75.565726,Parque Explora,1,1,Sunday,0.0
CA,2022-08-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Wednesday,0.0
EC,2022-08-29,6.269973,-75.565726,Parque Explora,1,3,Tuesday,0.0
CO,2022-08-29,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Sunday,0.0
PA,2022-08-29,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Thursday,10.0
ZA,2022-08-29,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Thursday,0.0
CO,2022-08-29,6.223166,-75.580316,Parque de la Conservación Medellín,6,18,Saturday,0.7
PA,2022-08-29,6.289108,-75.509377,Parque Arví,1,1,Sunday,13.0
US,2022-08-29,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,2,Wednesday,0.0
PA,2022-08-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,1,Tuesday,8.0
PA,2022-08-29,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Tuesday,1.0
EC,2022-08-29,6.269973,-75.565726,Parque Explora,1,2,Saturday,0.0
PA,2022-08-29,6.252391,-75.568911,Museo de Antioquia,1,1,Tuesday,1.0
PA,2022-08-29,6.252391,-75.568911,Museo de Antioquia,1,1,Wednesday,9.0
CO,2022-08-29,6.2726953,-75.5671962,Parque Norte Medellín,7,18,Friday,0.7
US,2022-08-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Saturday,0.0
CO,2022-08-29,6.2726953,-75.5671962,Parque Norte Medellín,4,9,Thursday,0.5
US,2022-08-29,6.252391,-75.568911,Museo de Antioquia,1,1,Saturday,6.0
GB,2022-08-29,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Saturday,0.0
PA,2022-08-29,6.269973,-75.565726,Parque Explora,1,1,Wednesday,9.0
CO,2022-08-29,6.2726953,-75.5671962,Parque Norte Medellín,1,2,Wednesday,0.0
CO,2022-08-29,6.2213143,-75.5915718,Aeroparque Juan Pablo II,2,12,Sunday,1.5
CR,2022-08-29,6.269973,-75.565726,Parque Explora,2,4,Tuesday,0.0
US,2022-08-29,6.223166,-75.580316,Parque de la Conservación Medellín,1,3,Sunday,1.0
PA,2022-08-28,6.2235123,-75.5741647,Museum of Modern Art of Medellín,1,1,Tuesday,1.0
CO,2022-08-28,6.2213143,-75.5915718,Aeroparque Juan Pablo II,1,2,Sunday,3.0
CO,2022-08-28,6.223166,-75.580316,Parque de la Conservación Medellín,1,2,Tuesday,0.0
CO,2022-08-28,6.2726953,-75.5671962,Parque Norte Medellín,17,71,Sunday,11.8
CO,2022-08-28,6.2726953,-75.5671962,Parque Norte Medellín,4,9,Thursday,0.5
CO,2022-08-28,6.269973,-75.565726,Parque Explora,3,8,Tuesday,0.7
US,2022-08-28,6.269973,-75.565726,Parque Explora,3,10,Saturday,0.7
CO,2022-08-28,6.269973,-75.565726,Parque Explora,1,5,Thursday,0.0
